Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Makaroni Telor A.K.A Maklor,"150 gram makaroni elbow--1 butir telur (kocok lepas)--1 sdm minyak wijen(boleh dganti minyak apa aja)--Secukupnya air--Sejumput garam--Bumbu tabur(sesuai selera)--Secukupnya bumbu balado, jagung bakar,bon cabe--","1) Didihkan air yg sudsh dicampur minyak+garam. Lalu rebus makaroni hingga matang. Tiriskan
2) Siapkan wajan, beri sedikit minyak lalu masukkan makaroni, oseng2 hingga setengah kering.
3) Masukkan telur yg sudah dikocok td. Lalu orak arik hingga matang. Tiriskan, kemudian beri bumbu tabur. Siap dimakan",32,https://cookpad.com/id/resep/4400248-makaroni-telor-aka-maklor,telur,makaroni telor a k a maklor,7,"['gram makaroni', 'telur kocok', 'minyak wijenboleh', 'secukupnya air', 'sejumput garam', 'bumbu tabursesuai', 'secukupnya bumbu', 'jagung bakar', 'bon cabe']",3,"['makaroni', 'telur_kocok', 'minyak_wijenboleh', 'sejumput_garam', 'bumbu_tabursesuai', 'bumbu', 'jagung_bakar', 'bon_cabai']",makaroni telur_kocok minyak_wijenboleh sejumput_garam bumbu_tabursesuai bumbu jagung_bakar bon_cabai
Orak Arik Telur Tomat Hijau,2 butir telur--2 buah tomat hijau--1 siung bawang putih--3 buah bawang merah--8 buah cabai rawit (sesuai selera)--1 bks merica bubuk (aq pake ladaku) / bisa di skip--secukupnya Gula garam--Minyak goreng--,"1) Iris tomat kotak kotak (dadu)
2) Iris semua bumbu
3) Panaskan minyak, tumis semua bumbu hingga layu
4) Masukan telur yang sudah dikocok, aduk aduk(orak arik), masukan tomat masak sampai matang
5) Tambahkan gula dan garam secukupnya masak sebentar, koreksi rasanya
6) Angkat dan sajikan",2,https://cookpad.com/id/resep/4407406-orak-arik-telur-tomat-hijau,telur,orak arik telur tomat hijau,8,"['telur', 'tomat hijau', 'bawang putih', 'bawang merah', 'cabai rawit', 'bks merica', 'secukupnya gula', 'minyak goreng']",6,"['telur', 'tomat_hijau', 'bawang_putih', 'bawang_merah', 'cabai_rawit', 'merica', 'gula', 'minyak']",telur tomat_hijau bawang_putih bawang_merah cabai_rawit merica gula minyak
13. Telur Ceplok Kuah Santan Pedas,"4 butir telur ayam, ceplok--4 potong tahu putih, goreng setengah putih--65 ml santan kara--8 buah cabe rawit merah utuh--2 buah cabe hijau, iris tipis--1 ruas lengkuas, geprek--1 lembar daun salam--1 lembar daun jeruk--1 sdt gula pasir, atau sesuai selera--1/2 sdt garam, atau sesuai selera--1/2 sdt penyedap, atau sesuai selera--1 sdt gula merah--500 ml air--5 sdm minyak sayur--6 buah cabe rawit merah, haluskan--4 siung bawang merah, haluskan--2 siung bawang putih, haluskan--2 butir kemiri, haluskan--","1) Tumis bumbu halus: bawang merah, bawang putih, kemiri, lengkuas, daun salam dan daun jeruk hingga harum
2) Masukkan air, gula merah, santan, gula, garam dan penyedap. Masak hingga mendidih.
3) Masukkan telur, tahu dan cabe, aduk rata. Masak hingga bumbu meresap.
4) Sajikan dengan nasi hangat.",2,https://cookpad.com/id/resep/4402080-13-telur-ceplok-kuah-santan-pedas,telur,13 telur ceplok kuah santan pedas,18,"['telur ayam', 'ceplok', 'tahu putih', 'goreng setengah', 'ml santan', 'cabe rawit', 'cabe hijau', 'iris tipis', 'lengkuas', 'daun salam', 'daun jeruk', 'gula pasir', 'atau sesuai', 'garam', 'atau sesuai', 'penyedap', 'atau sesuai', 'gula merah', 'ml air', 'minyak sayur', 'cabe rawit', 'bawang merah', 'bawang putih', 'kemiri']",4,"['telur_ayam', 'ceplok', 'tahu_putih', 'setengah', 'santan', 'cabai_rawit', 'cabai_hijau', 'lengkuas', 'salam', 'jeruk', 'gula_pasir', 'garam', 'penyedap', 'gula_merah', 'minyak_sayur', 'bawang_merah', 'bawang_putih', 'kemiri']",telur_ayam ceplok tahu_putih setengah santan cabai_rawit cabai_hijau lengkuas salam jeruk gula_pasir garam penyedap gula_merah minyak_sayur bawang_merah bawang_putih kemiri
Kentang Bayam Telur Ala Orang Jerman (Cocok Untuk Menu Diet),"Secukupnya kentang (saya yg yg kecil2 sekitar 15)--400 gr daun bayam segar (bisa disesuaikan kebutuhan)--2 buah telur--1 buah bawang bombay kecil/2 buah bawang merah--1 buah bawang putih--Secukupnya garam, merica, bila perlu bisa sedikit penyedap rasa--1 sdm susu cair tawar (opsional)--","1) Cuci kentang dan bayam. Kalau kentang nya besar2 bisa diiris jadi 2 bagian agar lebih cepat matang. Rebus/kukus kentang sampai matang. Saya kebetulan kentangnya direbus dan ketika direbus saya beri 1sdt garam supaya rasa kentang tidak terlalu tawar
2) Siapkan air panas dipanci, dan rebus bayam sampai layu tapi usahakan masih hijau. Angkat bayam dan cuci dengan air dingin biasa supaya proses pematangannya berhenti dan warnanya masih hijau cantik. Kemudian tiriskan (diperas sedikit saja) dan iris kecil2 rebusan bayam
3) Ceplok telur mata sapi
4) Iris semua bawang dn tumis di wajan dengan sedikit saja minyak sampai layu kemudian masukan irisan bayam aduk2 dengan bawang. Bumbui dengan garam gula dsb juga kalau ada susu tawar dan terakhir beberapa sdm air supaya bayam tidak terlalu kerin dan aduk lagi sebentar kemudian angkat
5) Siap disajikan dengan sedikit mayonase dan bubuk cabe dan tabur sedikit garam juga :)",6,https://cookpad.com/id/resep/4402357-kentang-bayam-telur-ala-orang-jerman-cocok-untuk-menu-diet,telur,kentang bayam telur,7,"['secukupnya kentang', 'daun bayam', 'telur', 'bawang bombay', 'bawang putih', 'secukupnya garam', 'merica', 'bila perlu', 'susu cair']",5,"['kentang', 'bayam', 'telur', 'bawang_bombay', 'bawang_putih', 'garam', 'merica', 'bila_perlu', 'susu_cair']",kentang bayam telur bawang_bombay bawang_putih garam merica bila_perlu susu_cair
Semur Telur.,4 butir telur ayam--3 siung bawang merah--3 siung bawang putih--3 buah cabe merah--1/2 buah kemiri--1 lembar daun salam--1 lembar daun jeruk--1 ruas lengkuas--Secukupnya royco dan gula--,"1) Rebus telur hingga matang lalu kupas
2) Haluskan bawang merah, bawang putih, kemiri dan cabe.. Sy diblender aja biar praktis
3) Tumis bumbu halus, daun salam, daun jeruk, dan lengkuas sampai harum.. Tambahkan secukupnya gula dan royco
4) Setelah harumasukan telur dan beri sedikit air, tunggu hingga air memyusut",6,https://cookpad.com/id/resep/4397752-semur-telur,telur,semur telur,9,"['telur ayam', 'bawang merah', 'bawang putih', 'cabe merah', 'kemiri', 'daun salam', 'daun jeruk', 'lengkuas', 'secukupnya royco']",4,"['telur_ayam', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'kemiri', 'salam', 'jeruk', 'lengkuas', 'royco']",telur_ayam bawang_merah bawang_putih cabai_merah kemiri salam jeruk lengkuas royco
Telur Bulat Sambal Pete,4 butir telur--1 papan pete--10 cabai rawit--4 cabai merah--3 siung bawang merah--2 siung bawang putih--1 butir kemiri--secukupnya Gula aren--Garam--Penyedap rasa--,"1) Rebus telur sampai matang,angkat & tiriskan lalu kupas cangkang telur.. Pisahkan pete dengan papannya..
2) Ulek cabai rawit,cabai merah,kemiri,bawang putih bawang merah,garam dan gula aren
3) Tumis bumbu halus,setelah tercium aroma bumbu lalu masukan telur lalu aduk kemudian masukan pete dan tambahkan penyedap rasa..
4) Dan terakhir.. Jika sdh matang telur sambal pete siap di sajikan...",8,https://cookpad.com/id/resep/4385492-telur-bulat-sambal-pete,telur,telur bulat sambal pete,10,"['telur', 'papan pete', 'cabai rawit', 'cabai merah', 'bawang merah', 'bawang putih', 'kemiri', 'secukupnya gula', 'garam', 'penyedap rasa']",4,"['telur', 'papan_pete', 'cabai_rawit', 'cabai_merah', 'bawang_merah', 'bawang_putih', 'kemiri', 'gula', 'garam']",telur papan_pete cabai_rawit cabai_merah bawang_merah bawang_putih kemiri gula garam
Tumis / Ca Caisim + Telor,1 ikat Caisim--1 butir Telur Ayam--3 buah bawang merah--2 buah bawang putih--3 cabe merah--1 sdt garam--1/2 sdt merica bubuk--1/2 sdt garam--secukupnya penyedap rasa--1 sdm minyak--,"1) Bersihkan Caisim, lalu potong sesuai selera. Cincang duo bawang dan cabai.
2) Panaskan minyak, goreng telor diorak-arik, lalu sisihkan di pinggir penggorengan.
3) Masukkan duo bawang, setelah harum masukan cabai, lalu masukkan garam dan merica. aduk rata.
4) Masukkan Caisim. Aduk, jika terlalu kering boleh ditambahkan air sedikit. Masukkan gula dah penyedap rasa. Koreksi rasa.",0,https://cookpad.com/id/resep/4400642-tumis-ca-caisim-telor,telur,tumis ca caisim telor,10,"['ikat caisim', 'telur ayam', 'bawang merah', 'bawang putih', 'cabe merah', 'garam', 'merica bubuk', 'garam', 'secukupnya penyedap', 'minyak']",4,"['caisim', 'telur_ayam', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'garam', 'merica', 'penyedap', 'minyak']",caisim telur_ayam bawang_merah bawang_putih cabai_merah garam merica penyedap minyak
Orak Arik Telur Dan Sayuran,"2 butir telur, kocok lepas--1 batang wortel, iris kecil--10 batang buncis, iris kecil2--5 lembar sawi putih--2 batang daun bawang, potong2--1 sdt minyak wijen--1/2 buah bawang bombay, potong2--1 sdm blueband--secukupnya Garam, gula pasir--100 ml air--Bumbu dihaluskan:--2 butir kemiri--5 siung bawang putih--","1) Panaskan minyak goreng dan margarin, masukkan telur lalu orak arik.
2) Masukkan bawang bombay dan bumbu yg dihaluskan, tumis sampai matang.
3) Masukkan sayuran, daun bawang, garam, gula, minyak wijen. Tumis sampe sayuran layu.
4) Masukkan air, tunggu sampai mendidih. Cicipi rasanya, matikan api agar sayuran tetap crunchy. Yummy",3,https://cookpad.com/id/resep/4400092-orak-arik-telur-dan-sayuran,telur,orak arik telur dan sayuran,13,"['telur', 'kocok lepas', 'wortel', 'iris kecil', 'buncis', 'iris kecil', 'sawi putih', 'daun bawang', 'minyak wijen', 'bawang bombay', 'blueband', 'secukupnya garam', 'gula pasir', 'ml air', 'bumbu dihaluskan', 'kemiri', 'bawang putih']",4,"['telur', 'kocok_lepas', 'wortel', 'buncis', 'sawi_putih', 'minyak_wijen', 'bawang_bombay', 'blueband', 'garam', 'gula_pasir', 'bumbu_dihaluskan', 'kemiri', 'bawang_putih']",telur kocok_lepas wortel buncis sawi_putih minyak_wijen bawang_bombay blueband garam gula_pasir bumbu_dihaluskan kemiri bawang_putih
Telur Dadar Bumbu Rujak,6 butir telur--100 ml santan (saya pake kara 60ml + air 40ml)--Bumbu halus :--5 siung bawang merah--2 siung bawang putih--3 buah cabe merah besar--9 buah cabe rawit--Tambahan :--1 ruas lengkuas geprek--2 lembar daun salam--Secukupnya gula dan garam--Secukupnya kecap manis--Secukupnya daun bawang iris2 tipis--,"1) Kocok lepas telur bersama dg campuran daun bawang dan garam. Dadar sampai matang kemudian potong2 sesuai selera. Tiriskan
2) Tumis bumbu halus sampai matang, kemudian masukkan daun salam dan lengkuas geprek. Tumis kembali sampai harum dan matang.
3) Masukkan telur dadar, aduk sampai semua bumbu tercampur rata.
4) Masukkan santan, aduk kembali sampai rata. Tambahkan gula, garam dan kecap manis.
5) Tes rasa. Kemudian biarkan sampai santai menyusut kental.
6) Siap disajikan dg nasi hangat.",4,https://cookpad.com/id/resep/4400135-telur-dadar-bumbu-rujak,telur,telur dadar bumbu rujak,13,"['telur', 'ml santan', 'bumbu halus', 'bawang merah', 'bawang putih', 'cabe merah', 'cabe rawit', 'lengkuas geprek', 'daun salam', 'secukupnya gula', 'secukupnya kecap', 'secukupnya daun']",6,"['telur', 'santan', 'bumbu', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'cabai_rawit', 'lengkuas', 'salam', 'gula', 'kecap']",telur santan bumbu bawang_merah bawang_putih cabai_merah cabai_rawit lengkuas salam gula kecap
Dadar Telur Cah Toge Pete,"3 butir telur ayam kocok lepas kemudian di dadar, iris tipis--Semangkuk toge--1 papan Pete--1 batang daun bawang--2 siung bawang putih--4 siung bawang merah--1 sendok makan minyak wijen--5 buah cabe rawit merah di iris--1-2 sendok mkn kecap manis sesuai selera--secukupnya Garam--","1) Dadar telur, iris tipis, sisihkan
2) Tumis bawang merah, bawang putih hingga harum dgn minyak wijen, masukkan cabe rawit, Pete, setelah toge agak layu masukkan toge, garam, kecap dan daun bawang
3) Terakhir masukkan telur dadar koreksi rasa, setelah cukup angkat dan sajikan",3,https://cookpad.com/id/resep/4399910-dadar-telur-cah-toge-pete,telur,dadar telur cah toge pete,10,"['telur ayam', 'iris tipis', 'semangkuk toge', 'papan pete', 'daun bawang', 'bawang putih', 'bawang merah', 'sendok makan', 'cabe rawit', 'sendok mkn', 'secukupnya garam']",3,"['telur_ayam', 'semangkuk_toge', 'papan_pete', 'bawang_putih', 'bawang_merah', 'makan', 'cabai_rawit', 'mkn', 'garam']",telur_ayam semangkuk_toge papan_pete bawang_putih bawang_merah makan cabai_rawit mkn garam
Telur Ceplok Balado #Kisahkasihcookpad,4 butir telur ayam--2 sdm Blueband/mentega--Bumbu halus (saya pakai blender yang diberi minyak):--4 butir bawang merah--3 siung bawang putih--Sesuai selera cabai merah--(saya: mix cabai merah keriting & cabai rawit merah)--1 buah tomat--Secukupnya minyak sayur--Penyedap rasa :--secukupnya  garam--secukupnya  gula pasir--secukupnya  Masako--secukupnya  Sasa--,"1) Masak ceplok semua telur. Goreng pakai Blueband. Menjadikan telur gurih. Sisihkan di piring. ***Kalo pakai minyak goreng beri garam saat buat telur ceplok.
2) Tumis bumbu halus hingga harum. Taburi bumbu penyedap rasa hingga bumbu matang. Masukkan telur ceplok masak hingga tercampur bersama bumbu. Tes rasa.
3) Pindahkan ke piring dan siap disajikan.",30,https://cookpad.com/id/resep/4400147-telur-ceplok-balado-kisahkasihcookpad,telur,telur ceplok balado,14,"['telur ayam', 'bluebandmentega', 'bumbu halus', 'bawang merah', 'bawang putih', 'sesuai selera', 'saya mix', 'tomat', 'secukupnya minyak', 'penyedap rasa', 'secukupnya garam', 'secukupnya gula', 'secukupnya masako', 'secukupnya sasa']",3,"['telur_ayam', 'bluebandmentega', 'bumbu', 'bawang_merah', 'bawang_putih', 'saya_mix', 'tomat', 'minyak', 'garam', 'gula', 'masako', 'sasa']",telur_ayam bluebandmentega bumbu bawang_merah bawang_putih saya_mix tomat minyak garam gula masako sasa
Chicken Egg Roll,Adonan isi :--500 gr fillet paha ayam di potong potong kecil--4 sdm knorr ayam--2 sdm saus tiram--1 sdm sagu tani--1 sdm maizena--1/2 sdt lada--2 sdm minyak wijen (bisa skip)--2 butir telur--secukupnya Air--Adonan kulit :--6 butir telur--2 sdm terigu--1 sdm maizena--1 sdm knorr--Alumunium foil secukup nya (bisa di skip)--,"1) Bahan isi : Belender semua bahan jadi satu. Setelah halus sisihkan.
2) Bahan kulit : mixer semua bahan. Cetak seperti buat telur dadar tipis. Cetak sampai habis.
3) Panaskan lakat/ kukusan
4) Ambil 1 lembar kulit telur tadi, Lebarkan dan olesin dengan adonan isi. Lalu gulung agak rapat.
5) Bungkus dengan alumunium foil jika ada. Masukan ke lakat. Kukus selama 30 menit
6) Angkat, tiriskan. Kalau saya semua nya lgsg sudah saya potong menyerong agar mudah di goreng sama anak anak. Biasanya beberapa saya lgsg goreng dan sisanya saya buat frozen food.
7) Mudahkan? Masih mau boros buat jajan di luar?",6,https://cookpad.com/id/resep/4387650-chicken-egg-roll,telur,chicken egg roll,16,"['adonan isi', 'fillet paha', 'knorr ayam', 'saus tiram', 'sagu tani', 'maizena', 'lada', 'minyak wijen', 'telur', 'secukupnya air', 'adonan kulit', 'telur', 'terigu', 'maizena', 'knorr', 'alumunium foil']",7,"['adonan', 'fillet_paha', 'knorr_ayam', 'saus_tiram', 'sagu_tani', 'maizena', 'lada', 'minyak_wijen', 'telur', 'terigu', 'knorr', 'alumunium_foil']",adonan fillet_paha knorr_ayam saus_tiram sagu_tani maizena lada minyak_wijen telur terigu knorr alumunium_foil
Sup Telur Ak Litel,1 butir Telur Ayam Kampung--Brokoli--Wortel--Kaldu sapi--Daun Bawang--Seledri--Bawang putih dan bawang merah--Tomat--,"1) Tumis bawang putih, bawang merah dan tomat hingga harum
2) Setelah berubah warna tambahkan air dan masukkan wortel yang dipotong tipis-tipis
3) Setelah agak lama masukkan brokoli hingga air mendidih.
4) Kemudian masukkan telur ayam kampung sambil di aduk. Tambahkan bubuk kaldu sapi dan sedikit garam gula
5) Terakhir tambahkan seledri dan daun bawang.
6) Cicipi....setelah matang siap dinikmati selagi hangat",2,https://cookpad.com/id/resep/4399605-sup-telur-ak-litel,telur,sup telur ak litel,8,"['telur ayam', 'brokoli', 'wortel', 'kaldu sapi', 'daun bawang', 'seledri', 'bawang putih', 'tomat']",6,"['telur_ayam', 'brokoli', 'wortel', 'kaldu_sapi', 'seledri', 'bawang_putih', 'tomat']",telur_ayam brokoli wortel kaldu_sapi seledri bawang_putih tomat
Tim Telur,1 butir telur--40 gr ayam cincang--1 sdt minyak wijen--1 sdt kecap asin--120 ml air--Garam--Merica--,"1) Bumbui ayam dgn minyak wijen & kecap asin lalu kukus 20 menit.
2) Kocok lepas telur, air, garam, merica lalu saring spy tidak amis. Lalu masukkan ke ayam.
3) Kukus selama 5 menit api kecil.",6,https://cookpad.com/id/resep/4399237-tim-telur,telur,tim telur,7,"['telur', 'ayam cincang', 'minyak wijen', 'kecap asin', 'ml air', 'garam', 'merica']",3,"['telur', 'ayam', 'minyak_wijen', 'kecap_asin', 'garam', 'merica']",telur ayam minyak_wijen kecap_asin garam merica
Orak Arik Brokoli Sosis Telur,1 bonggol brokoli--1 butir telur--1 buah sosis--1/2 gelas air--..--bumbu--sejumput garam--sejumput gula--penyedap makanan (royco)--lada bubuk--2 siung bawang putih--2 siung bawang merah--1 potong bawang bombay--5 buah cabe merah (selera)--,"1) Persiapan, potong brokoli kecil2 lalu cuci dan rendam sebentar dg garam sedikit, agar mati kalau ada uletnya.
2) Kocok telur dengan sedikit garam/royco.
3) Iris bawang bombay, bawang putih, bawang merah, cabe, tumis dengan sedikit minyak.
4) Masukkan telur, di orak arik, jangan lama2 jangan sampai mateng, langsung masukkan brokoli, di orak arik agar brokoli dan telor menyatu.
5) Tambahkan sedikit air, garam gula royco lada, sreng sreng, terakhir masukkan sosis nya.
6) Tetap dengan api kecil tunggu hingga brokolinya empuk / air nya mau habis.",23,https://cookpad.com/id/resep/4398274-orak-arik-brokoli-sosis-telur,telur,orak arik brokoli sosis telur,14,"['bonggol brokoli', 'telur', 'sosis', 'gelas air', 'bumbu', 'sejumput garam', 'sejumput gula', 'penyedap makanan', 'lada bubuk', 'bawang putih', 'bawang merah', 'bawang bombay', 'cabe merah']",6,"['bonggol_brokoli', 'telur', 'sosis', 'bumbu', 'sejumput_garam', 'sejumput_gula', 'penyedap_makanan', 'lada', 'bawang_putih', 'bawang_merah', 'bawang_bombay', 'cabai_merah']",bonggol_brokoli telur sosis bumbu sejumput_garam sejumput_gula penyedap_makanan lada bawang_putih bawang_merah bawang_bombay cabai_merah
Telor Ceplok Saos Pedas Manis,4 butir telor ayam (terserah brp jumlah sesuai selera)--5 butir tomat merah--8 buah cabe merah keriting--Secukupnya gula--5 siung Bawang merah--3 siung bawang putih--Secukupnya garam--,"1) Ceplok telor (lgsg taburi sedikit garam diatasnya)
2) Haluskan tomat, cabe merah, 2 siung bawang merah, 1 siung bawang putih, gula dan garam (untuk bikin saos nya, kalo ga mau ribet, bisa jg pake saos sambel yg udah jadi)
3) Tumis sisa bawang merah dan bawang putih, dg irisan cabe merah keriting, tunggu hingga wangi
4) Masukkan saos ke tumisan td, tambahkan sedikit air, aduk hingga mendidih, cicipi dan koreksi rasa,,kalo udah pas, masukkan telor ceplok, aduk sesekali, masak hingga air saosnya sedikit meresap ke telor
5) Siap disantap deh, gampang kan",8,https://cookpad.com/id/resep/4397719-telor-ceplok-saos-pedas-manis,telur,telor ceplok saos pedas manis,7,"['telor ayam', 'tomat merah', 'cabe merah', 'secukupnya gula', 'bawang merah', 'bawang putih', 'secukupnya garam']",5,"['telor_ayam', 'tomat_merah', 'cabai_merah', 'gula', 'bawang_merah', 'bawang_putih', 'garam']",telor_ayam tomat_merah cabai_merah gula bawang_merah bawang_putih garam
Tahu Telor Bumbu Rujak Madura,1/2 kotak tahu--2 butir telor--Lontong / nasi (selera)--🌸Bumbu rujak:--1 gengam kacang goreng--5 cabe rawi--1 sdm petis madura (bisa petis lain)--1 sdt gula merah--Secukupnya garam gula--🌸Sayuran pelengkap:--1 ikat kangkung (selera)--1 genggam kecambah (pendek/panjang)--1 buah timun (iris kotak kecil)--,"1) Goreng tahu setengah matang, lalu potong2 dan campurkan dengan telor + garam + lada bubuk (secukupnya), lalu goreng hingga keemasan
2) Bubuk rujak: haluskan semua bumbu,tes rasa
3) Sayuran: rebus kangkung dan kecambah, iris kotak timun
4) Sajikan dengan lontong/nasi",6,https://cookpad.com/id/resep/4363920-tahu-telor-bumbu-rujak-madura,telur,tahu telor bumbu rujak madura,13,"['kotak tahu', 'telor', 'lontong nasi', 'bumbu rujak', 'gengam kacang', 'cabe rawi', 'petis madura', 'gula merah', 'secukupnya garam', 'sayuran pelengkap', 'ikat kangkung', 'genggam kecambah', 'timun iris']",4,"['kotak_tahu', 'telor', 'lontong_nasi', 'bumbu_rujak', 'gengam_kacang', 'cabai_rawi', 'petis_madura', 'gula_merah', 'garam', 'sayuran_pelengkap', 'kangkung', 'genggam_kecambah', 'timun']",kotak_tahu telor lontong_nasi bumbu_rujak gengam_kacang cabai_rawi petis_madura gula_merah garam sayuran_pelengkap kangkung genggam_kecambah timun
